DateTime,Date,Time,Temperature (C),Humidity (%),Soil Moisture (%),Rain(%)
23-01-2023 10:00,23-01-2023,10:00:00,21,42,31,50
23-01-2023 10:30,23-01-2023,10:30:00,22,43,32,50
23-01-2023 11:00,23-01-2023,11:00:00,22,44,33,50
23-01-2023 11:30,23-01-2023,11:30:00,23,46,34,50
23-01-2023 12:00,23-01-2023,12:00:00,24,48,35,50
23-01-2023 12:30,23-01-2023,12:30:00,25,49,36,50
23-01-2023 13:00,23-01-2023,13:00:00,26,51,37,50
23-01-2023 13:30,23-01-2023,13:30:00,27,53,39,50
23-01-2023 14:00,23-01-2023,14:00:00,28,55,40,50
23-01-2023 14:30,23-01-2023,14:30:00,28,57,41,50
23-01-2023 15:00,23-01-2023,15:00:00,29,59,43,50
23-01-2023 15:30,23-01-2023,15:30:00,30,61,44,50
23-01-2023 16:00,23-01-2023,16:00:00,31,63,45,50
23-01-2023 16:30,23-01-2023,16:30:00,32,64,46,50
23-01-2023 17:00,23-01-2023,17:00:00,33,66,47,50
23-01-2023 17:30,23-01-2023,17:30:00,33,67,48,50
23-01-2023 18:00,23-01-2023,18:00:00,34,68,49,50
23-01-2023 18:30,23-01-2023,18:30:00,34,69,49,50
23-01-2023 19:00,23-01-2023,19:00:00,35,69,50,50
23-01-2023 19:30,23-01-2023,19:30:00,35,70,50,50
23-01-2023 20:00,23-01-2023,20:00:00,35,70,50,50
23-01-2023 20:30,23-01-2023,20:30:00,35,70,50,50
23-01-2023 21:00,23-01-2023,21:00:00,35,69,50,50
23-01-2023 21:30,23-01-2023,21:30:00,34,69,49,50
23-01-2023 22:00,23-01-2023,22:00:00,34,68,49,50
23-01-2023 22:30,23-01-2023,22:30:00,33,67,48,50
23-01-2023 23:00,23-01-2023,23:00:00,33,66,47,50
23-01-2023 23:30,23-01-2023,23:30:00,32,64,46,50
24-01-2023 00:00,24-01-2023,00:00:00,31,63,45,50
24-01-2023 00:30,24-01-2023,00:30:00,30,61,44,50
24-01-2023 01:00,24-01-2023,01:00:00,29,59,43,50
24-01-2023 01:30,24-01-2023,01:30:00,28,57,41,50
24-01-2023 02:00,24-01-2023,02:00:00,28,55,40,50
24-01-2023 02:30,24-01-2023,02:30:00,27,53,39,50
24-01-2023 03:00,24-01-2023,03:00:00,26,51,37,50
24-01-2023 03:30,24-01-2023,03:30:00,25,49,36,50
24-01-2023 04:00,24-01-2023,04:00:00,24,48,35,50
24-01-2023 04:30,24-01-2023,04:30:00,23,46,34,50
24-01-2023 05:00,24-01-2023,05:00:00,22,44,33,50
24-01-2023 05:30,24-01-2023,05:30:00,22,43,32,50
24-01-2023 06:00,24-01-2023,06:00:00,21,42,31,50
24-01-2023 06:30,24-01-2023,06:30:00,21,41,31,50
24-01-2023 07:00,24-01-2023,07:00:00,20,41,30,50
24-01-2023 07:30,24-01-2023,07:30:00,20,40,30,50
24-01-2023 08:00,24-01-2023,08:00:00,20,40,30,50
24-01-2023 08:30,24-01-2023,08:30:00,20,40,30,50
24-01-2023 09:00,24-01-2023,09:00:00,20,41,30,50
24-01-2023 09:30,24-01-2023,09:30:00,21,41,31,50
24-01-2023 10:00,24-01-2023,10:00:00,21,42,31,50
24-01-2023 10:30,24-01-2023,10:30:00,22,43,32,50
24-01-2023 11:00,24-01-2023,11:00:00,22,44,33,50
24-01-2023 11:30,24-01-2023,11:30:00,23,46,34,50
24-01-2023 12:00,24-01-2023,12:00:00,24,48,35,50
24-01-2023 12:30,24-01-2023,12:30:00,25,49,36,50
24-01-2023 13:00,24-01-2023,13:00:00,26,51,37,50
24-01-2023 13:30,24-01-2023,13:30:00,27,53,39,50
24-01-2023 14:00,24-01-2023,14:00:00,28,55,40,50
24-01-2023 14:30,24-01-2023,14:30:00,28,57,41,50
24-01-2023 15:00,24-01-2023,15:00:00,29,59,43,50
24-01-2023 15:30,24-01-2023,15:30:00,30,61,44,50
24-01-2023 16:00,24-01-2023,16:00:00,31,63,45,50
24-01-2023 16:30,24-01-2023,16:30:00,32,64,46,50
24-01-2023 17:00,24-01-2023,17:00:00,33,66,47,50
24-01-2023 17:30,24-01-2023,17:30:00,33,67,48,50
24-01-2023 18:00,24-01-2023,18:00:00,34,68,49,50
24-01-2023 18:30,24-01-2023,18:30:00,34,69,49,50
24-01-2023 19:00,24-01-2023,19:00:00,35,69,50,50
24-01-2023 19:30,24-01-2023,19:30:00,35,70,50,50
24-01-2023 20:00,24-01-2023,20:00:00,35,70,50,50
24-01-2023 20:30,24-01-2023,20:30:00,35,70,50,50
24-01-2023 21:00,24-01-2023,21:00:00,35,69,50,50
24-01-2023 21:30,24-01-2023,21:30:00,34,69,49,50
24-01-2023 22:00,24-01-2023,22:00:00,34,68,49,50
24-01-2023 22:30,24-01-2023,22:30:00,33,67,48,50
24-01-2023 23:00,24-01-2023,23:00:00,33,66,47,50
24-01-2023 23:30,24-01-2023,23:30:00,32,64,46,50
25-01-2023 00:00,25-01-2023,00:00:00,31,63,45,50
25-01-2023 00:30,25-01-2023,00:30:00,30,61,44,50
25-01-2023 01:00,25-01-2023,01:00:00,29,59,43,50
25-01-2023 01:30,25-01-2023,01:30:00,28,57,41,50
25-01-2023 02:00,25-01-2023,02:00:00,28,55,40,50
25-01-2023 02:30,25-01-2023,02:30:00,27,53,39,50
25-01-2023 03:00,25-01-2023,03:00:00,26,51,37,50
25-01-2023 03:30,25-01-2023,03:30:00,25,49,36,50
25-01-2023 04:00,25-01-2023,04:00:00,24,48,35,50
25-01-2023 04:30,25-01-2023,04:30:00,23,46,34,50
25-01-2023 05:00,25-01-2023,05:00:00,22,44,33,50
25-01-2023 05:30,25-01-2023,05:30:00,22,43,32,50
25-01-2023 06:00,25-01-2023,06:00:00,21,42,31,50
25-01-2023 06:30,25-01-2023,06:30:00,21,41,31,50
25-01-2023 07:00,25-01-2023,07:00:00,20,41,30,50
25-01-2023 07:30,25-01-2023,07:30:00,20,40,30,50
25-01-2023 08:00,25-01-2023,08:00:00,20,40,30,50
25-01-2023 08:30,25-01-2023,08:30:00,20,40,30,50
25-01-2023 09:00,25-01-2023,09:00:00,20,41,30,50
25-01-2023 09:30,25-01-2023,09:30:00,21,41,31,50
25-01-2023 10:00,25-01-2023,10:00:00,21,42,31,50
25-01-2023 10:30,25-01-2023,10:30:00,22,43,32,50
25-01-2023 11:00,25-01-2023,11:00:00,22,44,33,50
25-01-2023 11:30,25-01-2023,11:30:00,23,46,34,50
25-01-2023 12:00,25-01-2023,12:00:00,24,48,35,50
25-01-2023 12:30,25-01-2023,12:30:00,25,49,36,50
25-01-2023 13:00,25-01-2023,13:00:00,26,51,37,50
25-01-2023 13:30,25-01-2023,13:30:00,27,53,39,50
25-01-2023 14:00,25-01-2023,14:00:00,28,55,40,50
25-01-2023 14:30,25-01-2023,14:30:00,28,57,41,50
25-01-2023 15:00,25-01-2023,15:00:00,29,59,43,50
25-01-2023 15:30,25-01-2023,15:30:00,30,61,44,50
25-01-2023 16:00,25-01-2023,16:00:00,31,63,45,50
25-01-2023 16:30,25-01-2023,16:30:00,32,64,46,50
25-01-2023 17:00,25-01-2023,17:00:00,33,66,47,50
25-01-2023 17:30,25-01-2023,17:30:00,33,67,48,50
25-01-2023 18:00,25-01-2023,18:00:00,34,68,49,50
25-01-2023 18:30,25-01-2023,18:30:00,34,69,49,50
25-01-2023 19:00,25-01-2023,19:00:00,35,69,50,50
25-01-2023 19:30,25-01-2023,19:30:00,35,70,50,50
25-01-2023 20:00,25-01-2023,20:00:00,35,70,50,50
25-01-2023 20:30,25-01-2023,20:30:00,35,70,50,50
25-01-2023 21:00,25-01-2023,21:00:00,35,69,50,50
25-01-2023 21:30,25-01-2023,21:30:00,34,69,49,50
25-01-2023 22:00,25-01-2023,22:00:00,34,68,49,50
25-01-2023 22:30,25-01-2023,22:30:00,33,67,48,50
25-01-2023 23:00,25-01-2023,23:00:00,33,66,47,50
25-01-2023 23:30,25-01-2023,23:30:00,32,64,46,50
26-01-2023 00:00,26-01-2023,00:00:00,31,63,45,50
26-01-2023 00:30,26-01-2023,00:30:00,30,61,44,50
26-01-2023 01:00,26-01-2023,01:00:00,29,59,43,50
26-01-2023 01:30,26-01-2023,01:30:00,28,57,41,50
26-01-2023 02:00,26-01-2023,02:00:00,28,55,40,50
26-01-2023 02:30,26-01-2023,02:30:00,27,53,39,50
26-01-2023 03:00,26-01-2023,03:00:00,26,51,37,50
26-01-2023 03:30,26-01-2023,03:30:00,25,49,36,50
26-01-2023 04:00,26-01-2023,04:00:00,24,48,35,50
26-01-2023 04:30,26-01-2023,04:30:00,23,46,34,50
26-01-2023 05:00,26-01-2023,05:00:00,22,44,33,50
26-01-2023 05:30,26-01-2023,05:30:00,22,43,32,50
26-01-2023 06:00,26-01-2023,06:00:00,21,42,31,50
26-01-2023 06:30,26-01-2023,06:30:00,21,41,31,50
26-01-2023 07:00,26-01-2023,07:00:00,20,41,30,50
26-01-2023 07:30,26-01-2023,07:30:00,20,40,30,50
26-01-2023 08:00,26-01-2023,08:00:00,20,40,30,50
26-01-2023 08:30,26-01-2023,08:30:00,20,40,30,50
26-01-2023 09:00,26-01-2023,09:00:00,20,41,30,50
26-01-2023 09:30,26-01-2023,09:30:00,21,41,31,50
26-01-2023 10:00,26-01-2023,10:00:00,21,42,31,50
26-01-2023 10:30,26-01-2023,10:30:00,22,43,32,50
26-01-2023 11:00,26-01-2023,11:00:00,22,44,33,50
26-01-2023 11:30,26-01-2023,11:30:00,23,46,34,50
26-01-2023 12:00,26-01-2023,12:00:00,24,48,35,50
26-01-2023 12:30,26-01-2023,12:30:00,25,49,36,50
26-01-2023 13:00,26-01-2023,13:00:00,26,51,37,50
26-01-2023 13:30,26-01-2023,13:30:00,27,53,39,50
26-01-2023 14:00,26-01-2023,14:00:00,28,55,40,50
26-01-2023 14:30,26-01-2023,14:30:00,28,57,41,50
26-01-2023 15:00,26-01-2023,15:00:00,29,59,43,50
26-01-2023 15:30,26-01-2023,15:30:00,30,61,44,50
26-01-2023 16:00,26-01-2023,16:00:00,31,63,45,50
26-01-2023 16:30,26-01-2023,16:30:00,32,64,46,50
26-01-2023 17:00,26-01-2023,17:00:00,33,66,47,50
26-01-2023 17:30,26-01-2023,17:30:00,33,67,48,50
26-01-2023 18:00,26-01-2023,18:00:00,34,68,49,50
26-01-2023 18:30,26-01-2023,18:30:00,34,69,49,50
26-01-2023 19:00,26-01-2023,19:00:00,35,69,50,50
26-01-2023 19:30,26-01-2023,19:30:00,35,70,50,50
26-01-2023 20:00,26-01-2023,20:00:00,35,70,50,50
26-01-2023 20:30,26-01-2023,20:30:00,35,70,50,50
26-01-2023 21:00,26-01-2023,21:00:00,35,69,50,50
26-01-2023 21:30,26-01-2023,21:30:00,34,69,49,50
26-01-2023 22:00,26-01-2023,22:00:00,34,68,49,50
26-01-2023 22:30,26-01-2023,22:30:00,33,67,48,50
26-01-2023 23:00,26-01-2023,23:00:00,33,66,47,50
26-01-2023 23:30,26-01-2023,23:30:00,32,64,46,50
27-01-2023 00:00,27-01-2023,00:00:00,31,63,45,50
27-01-2023 00:30,27-01-2023,00:30:00,30,61,44,50
27-01-2023 01:00,27-01-2023,01:00:00,29,59,43,50
27-01-2023 01:30,27-01-2023,01:30:00,28,57,41,50
27-01-2023 02:00,27-01-2023,02:00:00,28,55,40,25
27-01-2023 02:30,27-01-2023,02:30:00,27,53,39,25
27-01-2023 03:00,27-01-2023,03:00:00,26,51,37,25
27-01-2023 03:30,27-01-2023,03:30:00,25,49,36,25
27-01-2023 04:00,27-01-2023,04:00:00,24,48,35,25
27-01-2023 04:30,27-01-2023,04:30:00,23,46,34,25
27-01-2023 05:00,27-01-2023,05:00:00,22,44,33,25
27-01-2023 05:30,27-01-2023,05:30:00,22,43,32,25
27-01-2023 06:00,27-01-2023,06:00:00,21,42,31,25
27-01-2023 06:30,27-01-2023,06:30:00,21,41,31,25
27-01-2023 07:00,27-01-2023,07:00:00,20,41,30,25
27-01-2023 07:30,27-01-2023,07:30:00,20,40,30,25
27-01-2023 08:00,27-01-2023,08:00:00,20,40,30,25
27-01-2023 08:30,27-01-2023,08:30:00,20,40,30,25
27-01-2023 09:00,27-01-2023,09:00:00,20,41,30,25
27-01-2023 09:30,27-01-2023,09:30:00,21,41,31,25
27-01-2023 10:00,27-01-2023,10:00:00,21,42,31,25
27-01-2023 10:30,27-01-2023,10:30:00,22,43,32,25
27-01-2023 11:00,27-01-2023,11:00:00,22,44,33,25
27-01-2023 11:30,27-01-2023,11:30:00,23,46,34,25
27-01-2023 12:00,27-01-2023,12:00:00,24,48,35,25
27-01-2023 12:30,27-01-2023,12:30:00,25,49,36,25
27-01-2023 13:00,27-01-2023,13:00:00,26,51,37,25
27-01-2023 13:30,27-01-2023,13:30:00,27,53,39,25
27-01-2023 14:00,27-01-2023,14:00:00,28,55,40,25
27-01-2023 14:30,27-01-2023,14:30:00,28,57,41,25
27-01-2023 15:00,27-01-2023,15:00:00,29,59,43,25
27-01-2023 15:30,27-01-2023,15:30:00,30,61,44,25
27-01-2023 16:00,27-01-2023,16:00:00,31,63,45,25
27-01-2023 16:30,27-01-2023,16:30:00,32,64,46,25
27-01-2023 17:00,27-01-2023,17:00:00,33,66,47,25
27-01-2023 17:30,27-01-2023,17:30:00,33,67,48,25
27-01-2023 18:00,27-01-2023,18:00:00,34,68,49,25
27-01-2023 18:30,27-01-2023,18:30:00,34,69,49,25
27-01-2023 19:00,27-01-2023,19:00:00,35,69,50,25
27-01-2023 19:30,27-01-2023,19:30:00,35,70,50,25
27-01-2023 20:00,27-01-2023,20:00:00,35,70,50,25
27-01-2023 20:30,27-01-2023,20:30:00,35,70,50,25
27-01-2023 21:00,27-01-2023,21:00:00,35,69,50,25
27-01-2023 21:30,27-01-2023,21:30:00,34,69,49,25
27-01-2023 22:00,27-01-2023,22:00:00,34,68,49,25
27-01-2023 22:30,27-01-2023,22:30:00,33,67,48,25
27-01-2023 23:00,27-01-2023,23:00:00,33,66,47,25
27-01-2023 23:30,27-01-2023,23:30:00,32,64,46,25
28-01-2023 00:00,28-01-2023,00:00:00,31,63,45,25
28-01-2023 00:30,28-01-2023,00:30:00,30,61,44,25
28-01-2023 01:00,28-01-2023,01:00:00,29,59,43,25
28-01-2023 01:30,28-01-2023,01:30:00,28,57,41,25
28-01-2023 02:00,28-01-2023,02:00:00,28,55,40,25
28-01-2023 02:30,28-01-2023,02:30:00,27,53,39,25
28-01-2023 03:00,28-01-2023,03:00:00,26,51,37,25
28-01-2023 03:30,28-01-2023,03:30:00,25,49,36,25
28-01-2023 04:00,28-01-2023,04:00:00,24,48,35,25
28-01-2023 04:30,28-01-2023,04:30:00,23,46,34,25
28-01-2023 05:00,28-01-2023,05:00:00,22,44,33,25
28-01-2023 05:30,28-01-2023,05:30:00,22,43,32,25
28-01-2023 06:00,28-01-2023,06:00:00,21,42,31,25
28-01-2023 06:30,28-01-2023,06:30:00,21,41,31,25
28-01-2023 07:00,28-01-2023,07:00:00,20,41,30,25
28-01-2023 07:30,28-01-2023,07:30:00,20,40,30,25
28-01-2023 08:00,28-01-2023,08:00:00,20,40,30,25
28-01-2023 08:30,28-01-2023,08:30:00,20,40,30,25
28-01-2023 09:00,28-01-2023,09:00:00,20,41,30,25
28-01-2023 09:30,28-01-2023,09:30:00,21,41,31,25
28-01-2023 10:00,28-01-2023,10:00:00,21,42,31,25
28-01-2023 10:30,28-01-2023,10:30:00,22,43,32,25
28-01-2023 11:00,28-01-2023,11:00:00,22,44,33,25
28-01-2023 11:30,28-01-2023,11:30:00,23,46,34,25
28-01-2023 12:00,28-01-2023,12:00:00,24,48,35,25
28-01-2023 12:30,28-01-2023,12:30:00,25,49,36,25
28-01-2023 13:00,28-01-2023,13:00:00,26,51,37,25
28-01-2023 13:30,28-01-2023,13:30:00,27,53,39,25
28-01-2023 14:00,28-01-2023,14:00:00,28,55,40,25
28-01-2023 14:30,28-01-2023,14:30:00,28,57,41,25
28-01-2023 15:00,28-01-2023,15:00:00,29,59,43,25
28-01-2023 15:30,28-01-2023,15:30:00,30,61,44,25
28-01-2023 16:00,28-01-2023,16:00:00,31,63,45,25
28-01-2023 16:30,28-01-2023,16:30:00,32,64,46,25
28-01-2023 17:00,28-01-2023,17:00:00,33,66,47,25
28-01-2023 17:30,28-01-2023,17:30:00,33,67,48,25
28-01-2023 18:00,28-01-2023,18:00:00,34,68,49,25
28-01-2023 18:30,28-01-2023,18:30:00,34,69,49,25
28-01-2023 19:00,28-01-2023,19:00:00,35,69,50,25
28-01-2023 19:30,28-01-2023,19:30:00,35,70,50,25
28-01-2023 20:00,28-01-2023,20:00:00,35,70,50,25
28-01-2023 20:30,28-01-2023,20:30:00,35,70,50,25
28-01-2023 21:00,28-01-2023,21:00:00,35,69,50,25
28-01-2023 21:30,28-01-2023,21:30:00,34,69,49,25
28-01-2023 22:00,28-01-2023,22:00:00,34,68,49,25
28-01-2023 22:30,28-01-2023,22:30:00,33,67,48,25
28-01-2023 23:00,28-01-2023,23:00:00,33,66,47,25
28-01-2023 23:30,28-01-2023,23:30:00,32,64,46,25
29-01-2023 00:00,29-01-2023,00:00:00,31,63,45,25
29-01-2023 00:30,29-01-2023,00:30:00,30,61,44,25
29-01-2023 01:00,29-01-2023,01:00:00,29,59,43,25
29-01-2023 01:30,29-01-2023,01:30:00,28,57,41,25
29-01-2023 02:00,29-01-2023,02:00:00,28,55,40,25
29-01-2023 02:30,29-01-2023,02:30:00,27,53,39,25
29-01-2023 03:00,29-01-2023,03:00:00,26,51,37,25
29-01-2023 03:30,29-01-2023,03:30:00,25,49,36,25
29-01-2023 04:00,29-01-2023,04:00:00,24,48,35,25
29-01-2023 04:30,29-01-2023,04:30:00,23,46,34,25
29-01-2023 05:00,29-01-2023,05:00:00,22,44,33,25
29-01-2023 05:30,29-01-2023,05:30:00,22,43,32,25
29-01-2023 06:00,29-01-2023,06:00:00,21,42,31,25
29-01-2023 06:30,29-01-2023,06:30:00,21,41,31,25
29-01-2023 07:00,29-01-2023,07:00:00,20,41,30,25
29-01-2023 07:30,29-01-2023,07:30:00,20,40,30,25
29-01-2023 08:00,29-01-2023,08:00:00,20,40,30,25
29-01-2023 08:30,29-01-2023,08:30:00,20,40,30,25
29-01-2023 09:00,29-01-2023,09:00:00,20,41,30,25
29-01-2023 09:30,29-01-2023,09:30:00,21,41,31,25
29-01-2023 10:00,29-01-2023,10:00:00,21,42,31,25
29-01-2023 10:30,29-01-2023,10:30:00,22,43,32,25
29-01-2023 11:00,29-01-2023,11:00:00,22,44,33,25
29-01-2023 11:30,29-01-2023,11:30:00,23,46,34,25
29-01-2023 12:00,29-01-2023,12:00:00,24,48,35,25
29-01-2023 12:30,29-01-2023,12:30:00,25,49,36,25
29-01-2023 13:00,29-01-2023,13:00:00,26,51,37,25
29-01-2023 13:30,29-01-2023,13:30:00,27,53,39,25
29-01-2023 14:00,29-01-2023,14:00:00,28,55,40,25
29-01-2023 14:30,29-01-2023,14:30:00,28,57,41,25
29-01-2023 15:00,29-01-2023,15:00:00,29,59,43,25
29-01-2023 15:30,29-01-2023,15:30:00,30,61,44,25
29-01-2023 16:00,29-01-2023,16:00:00,31,63,45,25
29-01-2023 16:30,29-01-2023,16:30:00,32,64,46,25
29-01-2023 17:00,29-01-2023,17:00:00,33,66,47,25
29-01-2023 17:30,29-01-2023,17:30:00,33,67,48,25
29-01-2023 18:00,29-01-2023,18:00:00,34,68,49,25
29-01-2023 18:30,29-01-2023,18:30:00,34,69,49,25
29-01-2023 19:00,29-01-2023,19:00:00,35,69,50,25
29-01-2023 19:30,29-01-2023,19:30:00,35,70,50,25
29-01-2023 20:00,29-01-2023,20:00:00,35,70,50,25
29-01-2023 20:30,29-01-2023,20:30:00,35,70,50,25
29-01-2023 21:00,29-01-2023,21:00:00,35,69,50,25
29-01-2023 21:30,29-01-2023,21:30:00,34,69,49,25
29-01-2023 22:00,29-01-2023,22:00:00,34,68,49,25
29-01-2023 22:30,29-01-2023,22:30:00,33,67,48,25
29-01-2023 23:00,29-01-2023,23:00:00,33,66,47,25
29-01-2023 23:30,29-01-2023,23:30:00,32,64,46,25
30-01-2023 00:00,30-01-2023,00:00:00,31,63,45,25
30-01-2023 00:30,30-01-2023,00:30:00,30,61,44,25
30-01-2023 01:00,30-01-2023,01:00:00,29,59,43,25
30-01-2023 01:30,30-01-2023,01:30:00,28,57,41,25
30-01-2023 02:00,30-01-2023,02:00:00,28,55,40,25
30-01-2023 02:30,30-01-2023,02:30:00,27,53,39,25
30-01-2023 03:00,30-01-2023,03:00:00,26,51,37,25
30-01-2023 03:30,30-01-2023,03:30:00,25,49,36,25
30-01-2023 04:00,30-01-2023,04:00:00,24,48,35,25
30-01-2023 04:30,30-01-2023,04:30:00,23,46,34,25
30-01-2023 05:00,30-01-2023,05:00:00,22,44,33,25
30-01-2023 05:30,30-01-2023,05:30:00,22,43,32,25
30-01-2023 06:00,30-01-2023,06:00:00,21,42,31,25
30-01-2023 06:30,30-01-2023,06:30:00,21,41,31,25
30-01-2023 07:00,30-01-2023,07:00:00,20,41,30,25
30-01-2023 07:30,30-01-2023,07:30:00,20,40,30,25
30-01-2023 08:00,30-01-2023,08:00:00,20,40,30,25
30-01-2023 08:30,30-01-2023,08:30:00,20,40,30,25
30-01-2023 09:00,30-01-2023,09:00:00,20,41,30,25
30-01-2023 09:30,30-01-2023,09:30:00,21,41,31,25
30-01-2023 10:00,30-01-2023,10:00:00,21,42,31,25
30-01-2023 10:30,30-01-2023,10:30:00,22,43,32,25
30-01-2023 11:00,30-01-2023,11:00:00,22,44,33,25
30-01-2023 11:30,30-01-2023,11:30:00,23,46,34,25
30-01-2023 12:00,30-01-2023,12:00:00,24,48,35,25
30-01-2023 12:30,30-01-2023,12:30:00,25,49,36,25
30-01-2023 13:00,30-01-2023,13:00:00,26,51,37,25
30-01-2023 13:30,30-01-2023,13:30:00,27,53,39,25
30-01-2023 14:00,30-01-2023,14:00:00,28,55,40,25
30-01-2023 14:30,30-01-2023,14:30:00,28,57,41,25
30-01-2023 15:00,30-01-2023,15:00:00,29,59,43,25
30-01-2023 15:30,30-01-2023,15:30:00,30,61,44,25
30-01-2023 16:00,30-01-2023,16:00:00,31,63,45,25
30-01-2023 16:30,30-01-2023,16:30:00,32,64,46,25
30-01-2023 17:00,30-01-2023,17:00:00,33,66,47,25
30-01-2023 17:30,30-01-2023,17:30:00,33,67,48,25
30-01-2023 18:00,30-01-2023,18:00:00,34,68,49,25
30-01-2023 18:30,30-01-2023,18:30:00,34,69,49,25
30-01-2023 19:00,30-01-2023,19:00:00,35,69,50,25
30-01-2023 19:30,30-01-2023,19:30:00,35,70,50,25
30-01-2023 20:00,30-01-2023,20:00:00,35,70,50,25
30-01-2023 20:30,30-01-2023,20:30:00,35,70,50,25
30-01-2023 21:00,30-01-2023,21:00:00,35,69,50,25
30-01-2023 21:30,30-01-2023,21:30:00,34,69,49,25
30-01-2023 22:00,30-01-2023,22:00:00,34,68,49,25
30-01-2023 22:30,30-01-2023,22:30:00,33,67,48,25
30-01-2023 23:00,30-01-2023,23:00:00,33,66,47,25
30-01-2023 23:30,30-01-2023,23:30:00,32,64,46,25
31-01-2023 00:00,31-01-2023,00:00:00,31,63,45,25
31-01-2023 00:30,31-01-2023,00:30:00,30,61,44,25
31-01-2023 01:00,31-01-2023,01:00:00,29,59,43,25
31-01-2023 01:30,31-01-2023,01:30:00,28,57,41,25
31-01-2023 02:00,31-01-2023,02:00:00,28,55,40,25
31-01-2023 02:30,31-01-2023,02:30:00,27,53,39,25
31-01-2023 03:00,31-01-2023,03:00:00,26,51,37,25
31-01-2023 03:30,31-01-2023,03:30:00,25,49,36,25
31-01-2023 04:00,31-01-2023,04:00:00,24,48,35,25
31-01-2023 04:30,31-01-2023,04:30:00,23,46,34,25
31-01-2023 05:00,31-01-2023,05:00:00,22,44,33,25
31-01-2023 05:30,31-01-2023,05:30:00,22,43,32,25
31-01-2023 06:00,31-01-2023,06:00:00,21,42,31,25
31-01-2023 06:30,31-01-2023,06:30:00,21,41,31,25
31-01-2023 07:00,31-01-2023,07:00:00,20,41,30,25
31-01-2023 07:30,31-01-2023,07:30:00,20,40,30,25
31-01-2023 08:00,31-01-2023,08:00:00,20,40,30,25
31-01-2023 08:30,31-01-2023,08:30:00,20,40,30,25
31-01-2023 09:00,31-01-2023,09:00:00,20,41,30,25
31-01-2023 09:30,31-01-2023,09:30:00,21,41,31,25
31-01-2023 10:00,31-01-2023,10:00:00,21,42,31,25
31-01-2023 10:30,31-01-2023,10:30:00,22,43,32,25
31-01-2023 11:00,31-01-2023,11:00:00,22,44,33,25
31-01-2023 11:30,31-01-2023,11:30:00,23,46,34,25
31-01-2023 12:00,31-01-2023,12:00:00,24,48,35,25
31-01-2023 12:30,31-01-2023,12:30:00,25,49,36,25
31-01-2023 13:00,31-01-2023,13:00:00,26,51,37,25
31-01-2023 13:30,31-01-2023,13:30:00,27,53,39,25
31-01-2023 14:00,31-01-2023,14:00:00,28,55,40,25
31-01-2023 14:30,31-01-2023,14:30:00,28,57,41,25
31-01-2023 15:00,31-01-2023,15:00:00,29,59,43,25
31-01-2023 15:30,31-01-2023,15:30:00,30,61,44,25
31-01-2023 16:00,31-01-2023,16:00:00,31,63,45,25
31-01-2023 16:30,31-01-2023,16:30:00,32,64,46,25
31-01-2023 17:00,31-01-2023,17:00:00,33,66,47,25
31-01-2023 17:30,31-01-2023,17:30:00,33,67,48,25
31-01-2023 18:00,31-01-2023,18:00:00,34,68,49,25
31-01-2023 18:30,31-01-2023,18:30:00,34,69,49,25
31-01-2023 19:00,31-01-2023,19:00:00,35,69,50,25
31-01-2023 19:30,31-01-2023,19:30:00,35,70,50,25
31-01-2023 20:00,31-01-2023,20:00:00,35,70,50,25
31-01-2023 20:30,31-01-2023,20:30:00,35,70,50,25
31-01-2023 21:00,31-01-2023,21:00:00,35,69,50,25
31-01-2023 21:30,31-01-2023,21:30:00,34,69,49,25
31-01-2023 22:00,31-01-2023,22:00:00,34,68,49,25
31-01-2023 22:30,31-01-2023,22:30:00,33,67,48,25
31-01-2023 23:00,31-01-2023,23:00:00,33,66,47,25
31-01-2023 23:30,31-01-2023,23:30:00,32,64,46,25
01-02-2023 00:00,01-02-2023,00:00:00,31,63,45,25
01-02-2023 00:30,01-02-2023,00:30:00,30,61,44,25
01-02-2023 01:00,01-02-2023,01:00:00,29,59,43,25
01-02-2023 01:30,01-02-2023,01:30:00,28,57,41,25
01-02-2023 02:00,01-02-2023,02:00:00,28,55,40,25
01-02-2023 02:30,01-02-2023,02:30:00,27,53,39,25
01-02-2023 03:00,01-02-2023,03:00:00,26,51,37,25
01-02-2023 03:30,01-02-2023,03:30:00,25,49,36,25
01-02-2023 04:00,01-02-2023,04:00:00,24,48,35,25
01-02-2023 04:30,01-02-2023,04:30:00,23,46,34,25
01-02-2023 05:00,01-02-2023,05:00:00,22,44,33,25
01-02-2023 05:30,01-02-2023,05:30:00,22,43,32,25
01-02-2023 06:00,01-02-2023,06:00:00,21,42,31,25
01-02-2023 06:30,01-02-2023,06:30:00,21,41,31,25
01-02-2023 07:00,01-02-2023,07:00:00,20,41,30,25
01-02-2023 07:30,01-02-2023,07:30:00,20,40,30,25
01-02-2023 08:00,01-02-2023,08:00:00,20,40,30,25
01-02-2023 08:30,01-02-2023,08:30:00,20,40,30,25
01-02-2023 09:00,01-02-2023,09:00:00,20,41,30,25
01-02-2023 09:30,01-02-2023,09:30:00,21,41,31,25
01-02-2023 10:00,01-02-2023,10:00:00,21,42,31,25
01-02-2023 10:30,01-02-2023,10:30:00,22,43,32,25
01-02-2023 11:00,01-02-2023,11:00:00,22,44,33,25
01-02-2023 11:30,01-02-2023,11:30:00,23,46,34,25
